gender,age,bmi,size
Female,36.0,27.32,50
Female,36.0,30-50,50
Female,37.0,10-30,50
Female,37.0,27.32,100
Female,37.0,30-50,100
Female,38.0,10-30,50
Female,38.0,27.32,50
Female,38.0,30-50,50
Female,39.0,10-30,50
Female,39.0,27.32,50
Female,39.0,30-50,50
Female,4.0,10-30,50
Female,4.0,27.32,50
Female,40-45,*,200
Female,40-45,27.32,50
Female,40-45,50-90,50
Female,40-50,*,100
Female,40-50,10-30,300
Female,40-50,30-50,350
Female,40-50,50-90,50
Female,40-60,*,50
Female,40-60,10-30,5150
Female,40-60,27.32,550
Female,40-60,30-50,3050
Female,40.0,10-30,50
Female,40.0,27.32,50
Female,40.0,30-50,50
Female,41.0,10-30,50
Female,41.0,27.32,50
Female,41.0,30-50,50
Female,42.0,10-30,50
Female,42.0,27.32,50
Female,42.0,30-50,50
Female,43.0,10-30,50
Female,43.0,27.32,50
Female,43.0,30-50,50
Female,44.0,*,50
Female,44.0,10-30,50
Female,44.0,27.32,50
Female,44.0,30-50,50
Female,45-50,10-30,200
Female,45-50,27.32,150
Female,45.0,10-30,50
Female,45.0,27.32,100
Female,45.0,30-50,50
Female,46.0,10-30,50
Female,46.0,27.32,50
Female,46.0,30-50,50
Female,47.0,10-30,50
Female,47.0,27.32,100
Female,47.0,30-50,50
Female,48.0,10-30,50
Female,48.0,27.32,50
Female,48.0,30-50,50
Female,49.0,10-30,50
Female,49.0,27.32,50
Female,49.0,30-50,50
Female,5-10,10-30,150
Female,5-10,27.32,100
Female,5.0,10-30,50
Female,5.0,27.32,50
Female,50-55,*,150
Female,50-55,10-30,50
Female,50-55,27.32,350
Female,50-60,*,100
Female,50-60,10-30,400
Female,50-60,27.32,100
Female,50-60,30-50,250
Female,50-60,50-90,50
Female,50.0,*,50
Female,50.0,10-30,50
Female,50.0,27.32,50
Female,50.0,30-50,50
Female,51.0,10-30,50
Female,51.0,27.32,50
Female,51.0,30-50,50
Female,52.0,10-30,50
Female,52.0,27.32,50
Female,52.0,30-50,50
Female,53.0,10-30,50
Female,53.0,27.32,100
Female,53.0,30-50,50
Female,54.0,10-30,50
Female,54.0,27.32,50
Female,54.0,30-50,50
Female,55-60,*,100
Female,55-60,10-30,50
Female,55-60,27.32,150
Female,55-60,30-50,50
Female,55.0,10-30,50
Female,55.0,30-50,50
Female,56.0,10-30,50
Female,56.0,27.32,50
Female,56.0,30-50,50
Female,57.0,10-30,50
Female,57.0,27.32,50
Female,57.0,30-50,50
Female,58.0,10-30,50
Female,58.0,27.32,50
Female,58.0,30-50,50
Female,59.0,*,50
Female,59.0,10-30,50
Female,59.0,27.32,50
Female,59.0,30-50,50
Female,6.0,10-30,50
Female,6.0,27.32,50
Female,60-65,10-30,100
Female,60-65,27.32,250
Female,60-65,30-50,200
Female,60-65,50-70,50
Female,60-70,10-30,550
Female,60-70,27.32,200
Female,60-70,30-50,300
Female,60-80,*,50
Female,60-80,10-30,2650
Female,60-80,27.32,100
Female,60-80,30-50,1450
Female,60.0,10-30,50
Female,60.0,27.32,100
Female,60.0,30-50,50
Female,61.0,10-30,50
Female,61.0,27.32,50
Female,61.0,30-50,50
Female,62.0,10-30,50
Female,62.0,27.32,50
Female,62.0,30-50,50
Female,63.0,10-30,50
Female,63.0,27.32,50
Female,63.0,30-50,100
Female,64.0,10-30,50
Female,64.0,27.32,100
Female,64.0,30-50,50
Female,65-70,*,100
Female,65-70,27.32,100
Female,65-70,30-50,100
Female,65.0,10-30,50
Female,65.0,27.32,50
Female,65.0,30-50,50
Female,66.0,10-30,50
Female,66.0,27.32,100
Female,66.0,30-50,50
Female,67.0,10-30,50
Female,67.0,27.32,100
Female,67.0,30-50,50
Female,68.0,10-30,50
Female,68.0,27.32,100
Female,68.0,30-50,50
Female,69.0,10-30,50
Female,69.0,27.32,50
Female,69.0,30-50,50
Female,7.0,10-30,100
Female,70-75,10-30,250
Female,70-75,27.32,50
Female,70-75,30-50,50
Female,70-80,10-30,400
Female,70-80,27.32,50
Female,70-80,30-50,50
Female,70.0,10-30,50
Female,70.0,27.32,50
Female,70.0,30-50,50
Female,71.0,10-30,50
Female,71.0,30-50,50
Female,72.0,10-30,50
Female,72.0,27.32,50
Female,72.0,30-50,50
Female,73.0,10-30,50
Female,73.0,27.32,50
Female,73.0,30-50,50
Female,74.0,10-30,50
Female,74.0,27.32,100
Female,75-80,10-30,50
Female,75-80,27.32,50
Female,75-80,30-50,100
Female,75.0,10-30,50
Female,75.0,27.32,50
Female,75.0,30-50,50
Female,76.0,10-30,50
Female,76.0,27.32,100
Female,76.0,30-50,50
Female,77.0,10-30,50
Female,77.0,27.32,50
Female,77.0,30-50,50
Female,78.0,10-30,50
Female,78.0,27.32,100
Female,79.0,10-30,50
Female,79.0,27.32,50
Female,79.0,30-50,50
Female,8.0,10-30,50
Female,80.0,10-30,400
Female,80.0,10-50,300
Female,80.0,27.32,1050
Female,80.0,30-50,300
Female,9.0,10-30,50
Female,9.0,27.32,50
Male,*,*,50
Male,*,10-30,2000
Male,*,10-50,150
Male,*,27.32,200
Male,*,30-50,750
Male,*,50-90,50
Male,0-10,10-30,1100
Male,0-10,27.32,50
Male,0-20,10-30,3400
Male,0-20,27.32,50
Male,0-20,30-50,50
Male,0-5,10-30,550
Male,0-5,27.32,200
Male,10-15,10-30,400
Male,10-15,27.32,50
Male,10-15,30-50,50
Male,10-20,*,50
Male,10-20,10-30,500
Male,10-20,27.32,50
Male,10-20,30-50,50
Male,10.0,10-30,100
Male,10.0,27.32,50
Male,11.0,10-30,50
Male,11.0,27.32,50
Male,12.0,10-30,50
Male,12.0,27.32,50
Male,13.0,10-30,50
Male,14.0,10-30,100
Male,15-20,10-30,150
Male,15-20,27.32,100
Male,15-20,30-50,50
Male,15.0,10-30,50
Male,15.0,27.32,50
Male,15.0,30-50,50
Male,16.0,10-30,100
Male,16.0,27.32,50
Male,16.0,30-50,50
Male,17.0,10-30,100
Male,17.0,27.32,50
Male,18.0,10-30,100
Male,18.0,27.32,50
Male,19.0,10-30,100
Male,19.0,27.32,100
Male,19.0,30-50,50
Male,2.0,10-30,100
Male,2.0,27.32,50
Male,20-25,10-30,200
Male,20-25,27.32,50
Male,20-25,30-50,50
Male,20-30,*,50
Male,20-30,10-30,300
Male,20-30,27.32,100
Male,20-30,30-50,50
Male,20-40,*,200
Male,20-40,10-30,2200
Male,20-40,10-50,50
Male,20-40,27.32,100
Male,20-40,30-50,600
Male,20.0,10-30,250
Male,20.0,27.32,50
Male,21.0,10-30,50
Male,21.0,27.32,50
Male,22.0,10-30,100
Male,22.0,30-50,50
Male,23.0,10-30,50
Male,23.0,27.32,50
Male,23.0,30-50,50
Male,24.0,10-30,50
Male,24.0,30-50,50
Male,25-30,10-30,250
Male,25-30,27.32,50
Male,25-30,30-50,50
Male,25.0,10-30,50
Male,25.0,27.32,100
Male,26.0,10-30,100
Male,26.0,27.32,50
Male,26.0,30-50,50
Male,27.0,10-30,50
Male,27.0,27.32,100
Male,28.0,10-30,50
Male,28.0,27.32,100
Male,28.0,30-50,50
Male,29.0,10-30,100
Male,29.0,27.32,100
Male,29.0,30-50,50
Male,3.0,10-30,50
Male,3.0,27.32,50
Male,30-35,10-30,50
Male,30-35,27.32,100
Male,30-35,30-50,50
Male,30-40,10-30,300
Male,30-40,30-50,200
Male,30.0,27.32,100
Male,30.0,30-50,50
Male,31.0,10-30,50
Male,31.0,30-50,50
Male,32.0,10-30,50
Male,32.0,30-50,50
Male,33.0,10-30,50
Male,33.0,27.32,50
Male,33.0,30-50,50
Male,34.0,10-30,50
Male,34.0,30-50,50
Male,35-40,10-30,100
Male,35-40,27.32,50
Male,35-40,30-50,100
Male,35.0,10-30,50
Male,35.0,27.32,150
Male,35.0,30-50,50
Male,36.0,10-30,50
Male,36.0,27.32,50
Male,36.0,30-50,50
Male,37.0,10-30,50
Male,37.0,27.32,100
Male,37.0,30-50,50
Male,38.0,10-30,50
Male,38.0,27.32,100
Male,38.0,30-50,50
Male,39.0,*,50
Male,39.0,10-30,50
Male,39.0,27.32,50
Male,39.0,30-50,50
Male,4.0,10-30,50
Male,4.0,27.32,50
Male,40-45,10-30,50
Male,40-45,27.32,150
Male,40-45,30-50,100
Male,40-50,10-30,200
Male,40-50,27.32,350
Male,40-50,30-50,250
Male,40-60,10-30,2200
Male,40-60,10-50,100
Male,40-60,27.32,100
Male,40-60,30-50,1250
Male,40-60,50-70,50
Male,40.0,10-30,50
Male,40.0,27.32,50
Male,40.0,30-50,50
Male,41.0,10-30,50
Male,41.0,27.32,100
Male,41.0,30-50,50
Male,42.0,10-30,50
Male,42.0,27.32,50
Male,42.0,30-50,50
Male,43.0,10-30,50
Male,43.0,27.32,50
Male,43.0,30-50,50
Male,44.0,10-30,50
Male,44.0,27.32,150
Male,44.0,30-50,50
Male,45-50,10-30,100
Male,45-50,27.32,200
Male,45-50,30-50,150
Male,45.0,10-30,50
Male,45.0,27.32,50
Male,45.0,30-50,50
Male,46.0,10-30,50
Male,46.0,27.32,50
Male,47.0,10-30,50
Male,47.0,27.32,50
Male,47.0,30-50,100
Male,48.0,10-30,50
Male,48.0,27.32,50
Male,48.0,30-50,50
Male,49.0,10-30,50
Male,49.0,27.32,50
Male,49.0,30-50,50
Male,5-10,10-30,50
Male,5-10,27.32,50
Male,5.0,10-30,50
Male,5.0,27.32,50
Male,50-55,10-30,300
Male,50-55,27.32,50
Male,50-55,30-50,150
Male,50-60,10-30,550
Male,50-60,30-50,200
Male,50.0,10-30,50
Male,50.0,27.32,100
Male,50.0,30-50,50
Male,51.0,10-30,50
Male,51.0,27.32,150
Male,51.0,30-50,100
Male,52.0,10-30,50
Male,52.0,27.32,50
Male,52.0,30-50,100
Male,53.0,10-30,150
Male,53.0,27.32,150
Male,53.0,30-50,50
Male,54.0,10-30,50
Male,54.0,27.32,150
Male,54.0,30-50,50
Male,55-60,10-30,150
Male,55-60,27.32,150
Male,55-60,30-50,100
Male,55.0,10-30,50
Male,55.0,27.32,150
Male,55.0,30-50,50
Male,56.0,10-30,50
Male,56.0,27.32,50
Male,56.0,30-50,50
Male,57.0,10-30,50
Male,57.0,27.32,50
Male,57.0,30-50,50
Male,58.0,10-30,50
Male,58.0,30-50,50
Male,59.0,10-30,50
Male,59.0,27.32,150
Male,59.0,30-50,50
Male,6.0,10-30,50
Male,60-65,27.32,200
Male,60-65,30-50,50
Male,60-70,*,100
Male,60-70,10-30,150
Male,60-70,27.32,100
Male,60-70,30-50,300
Male,60-80,*,100
Male,60-80,10-30,1450
Male,60-80,10-50,450
Male,60-80,27.32,200
Male,60-80,30-50,450
Male,60.0,10-30,50
Male,60.0,27.32,50
Male,60.0,30-50,50
Male,61.0,10-30,50
Male,61.0,27.32,50
Male,61.0,30-50,50
Male,62.0,10-30,100
Male,62.0,30-50,50
Male,63.0,10-30,50
Male,63.0,27.32,50
Male,63.0,30-50,50
Male,64.0,10-30,50
Male,64.0,27.32,50
Male,64.0,30-50,50
Male,65-70,*,50
Male,65-70,10-30,100
Male,65-70,27.32,100
Male,65-70,30-50,150
Male,65.0,10-30,50
Male,66.0,10-30,50
Male,66.0,27.32,50
Male,66.0,30-50,50
Male,67.0,10-30,50
Male,67.0,27.32,50
Male,67.0,30-50,50
Male,68.0,10-30,100
Male,68.0,27.32,50
Male,68.0,30-50,50
Male,69.0,10-30,50
Male,69.0,27.32,50
Male,69.0,30-50,50
Male,7.0,10-30,50
Male,70-75,*,50
Male,70-75,10-30,50
Male,70-75,27.32,100
Male,70-75,30-50,50
Male,70-80,10-30,250
Male,70-80,27.32,100
Male,70-80,30-50,50
Male,70.0,10-30,100
Male,70.0,27.32,100
Male,70.0,30-50,50
Male,71.0,10-30,50
Male,71.0,27.32,50
Male,72.0,10-30,50
Male,73.0,10-30,50
Male,73.0,27.32,50
Male,73.0,30-50,50
Male,74.0,10-30,50
Male,74.0,27.32,50
Male,74.0,30-50,50
Male,75-80,*,50
Male,75-80,27.32,100
Male,75-80,30-50,50
Male,75.0,10-30,50
Male,76.0,10-30,50
Male,76.0,27.32,50
Male,77.0,10-30,50
Male,77.0,30-50,50
Male,78.0,10-30,50
Male,79.0,10-30,50
Male,8.0,10-30,100
Male,80.0,*,50
Male,80.0,10-30,850
Male,80.0,10-50,100
Male,80.0,27.32,700
Male,80.0,30-50,250
Male,9.0,10-30,50
Male,9.0,27.32,50
