gender,age,bmi,size
Female,60-65,10-30,200
Female,60-65,30-50,200
Female,60-70,*,800
Female,60-70,10-30,200
Female,60-70,27.32,200
Female,60-70,30-50,600
Female,60-80,*,400
Female,60-80,10-30,2000
Female,60-80,27.32,400
Female,60-80,30-50,400
Female,60.0,10-30,200
Female,60.0,30-50,200
Female,61.0,10-30,200
Female,61.0,30-50,200
Female,62.0,10-30,200
Female,63.0,30-50,200
Female,65-70,*,200
Female,65-70,10-30,200
Female,65-70,27.32,200
Female,65-70,30-50,400
Female,69.0,10-30,200
Female,7.0,10-30,200
Female,70-75,*,200
Female,70-75,10-30,200
Female,70-75,27.32,200
Female,70-75,30-50,200
Female,70.0,10-30,200
Female,72.0,10-30,200
Female,75-80,10-30,400
Female,75-80,27.32,200
Female,75-80,30-50,200
Female,77.0,10-30,200
Female,8.0,10-30,200
Female,80.0,*,200
Female,80.0,10-30,400
Female,80.0,10-50,200
Female,80.0,27.32,1000
Female,80.0,30-50,400
Female,9.0,10-30,200
Male,*,*,800
Male,*,10-30,1600
Male,*,27.32,200
Male,*,30-50,400
Male,0-10,10-30,1200
Male,0-10,27.32,200
Male,0-20,*,400
Male,0-20,10-30,2000
Male,0-20,10-50,200
Male,0-20,30-50,200
Male,0-5,*,200
Male,0-5,10-30,400
Male,10-15,10-30,200
Male,10-20,*,400
Male,10-20,10-30,800
Male,10-20,27.32,200
Male,10-20,30-50,200
Male,11.0,10-30,200
Male,13.0,10-30,200
Male,15-20,*,600
Male,15-20,10-30,200
Male,15.0,10-30,200
Male,20-25,10-30,600
Male,20-25,27.32,200
Male,20-25,30-50,200
Male,20-30,*,200
Male,20-30,10-30,200
Male,20-30,27.32,200
Male,20-40,*,600
Male,20-40,10-30,1000
Male,20-40,30-50,800
Male,21.0,10-30,200
Male,25-30,*,600
Male,25-30,10-30,400
Male,25-30,27.32,200
Male,25-30,30-50,200
Male,3.0,10-30,200
Male,30-35,*,400
Male,30-35,10-30,200
Male,30-35,27.32,200
Male,30-35,30-50,200
Male,30-40,10-30,200
Male,30-40,30-50,200
Male,31.0,*,200
Male,35-40,10-30,600
Male,35-40,27.32,200
Male,35-40,30-50,200
Male,39.0,10-30,200
Male,4.0,10-30,200
Male,40-45,10-30,200
Male,40-45,27.32,200
Male,40-45,30-50,200
Male,40-50,*,1000
Male,40-50,10-30,200
Male,40-60,*,1000
Male,40-60,10-30,1000
Male,40-60,30-50,200
Male,45-50,*,600
Male,45-50,10-30,200
Male,45-50,27.32,200
Male,45-50,30-50,200
Male,47.0,*,200
Male,48.0,*,200
Male,49.0,10-30,200
Male,5-10,10-30,200
Male,50-55,10-30,200
Male,50-55,27.32,200
Male,50-55,30-50,200
Male,50-60,10-30,200
Male,50-60,10-50,200
Male,50.0,10-30,200
Male,51.0,10-30,200
Male,51.0,30-50,200
Male,52.0,10-30,200
Male,53.0,10-30,200
Male,53.0,30-50,200
Male,54.0,30-50,200
Male,55-60,*,600
Male,55-60,10-30,200
Male,55-60,27.32,200
Male,55-60,30-50,200
Male,55.0,*,200
Male,56.0,10-30,200
Male,57.0,10-30,200
Male,58.0,10-30,200
Male,59.0,30-50,200
Male,6.0,10-30,200
Male,60-65,10-30,200
Male,60-65,27.32,200
Male,60-65,30-50,200
Male,60-70,10-30,400
Male,60-70,10-50,400
Male,60-70,30-50,600
Male,60-80,*,1200
Male,60-80,10-30,600
Male,60-80,27.32,200
Male,60-80,30-50,200
Male,60.0,10-30,200
Male,62.0,10-30,200
Male,65-70,10-30,200
Male,65-70,27.32,200
Male,65-70,30-50,400
Male,66.0,10-30,200
Male,70-75,*,200
Male,70-75,10-30,200
Male,70-80,*,200
Male,70-80,10-50,200
Male,70-80,30-50,200
Male,75-80,10-30,200
Male,75-80,30-50,200
Male,80.0,10-30,200
Male,80.0,27.32,600
Male,80.0,30-50,200
Male,9.0,10-30,200
