gender,age,bmi,size
Female,4.0,27.32,80
Female,40-45,50-70,65
Female,40.0,10-30,422
Female,40.0,27.32,188
Female,40.0,30-50,239
Female,41.0,10-30,341
Female,41.0,27.32,181
Female,41.0,30-50,222
Female,42.0,10-30,354
Female,42.0,27.32,221
Female,42.0,30-50,242
Female,43.0,10-30,423
Female,43.0,27.32,172
Female,43.0,30-50,249
Female,44.0,10-30,383
Female,44.0,27.32,219
Female,44.0,30-50,249
Female,45-50,50-70,77
Female,45.0,10-30,401
Female,45.0,27.32,215
Female,45.0,30-50,243
Female,46.0,10-30,387
Female,46.0,27.32,229
Female,46.0,30-50,254
Female,47.0,10-30,443
Female,47.0,27.32,221
Female,47.0,30-50,255
Female,48.0,10-30,431
Female,48.0,27.32,230
Female,48.0,30-50,258
Female,49.0,10-30,419
Female,49.0,27.32,215
Female,49.0,30-50,298
Female,5.0,10-30,406
Female,5.0,27.32,82
Female,50-55,50-70,57
Female,50.0,10-30,397
Female,50.0,27.32,210
Female,50.0,30-50,258
Female,51.0,10-30,417
Female,51.0,27.32,223
Female,51.0,30-50,307
Female,52.0,10-30,407
Female,52.0,27.32,214
Female,52.0,30-50,302
Female,53.0,10-30,392
Female,53.0,27.32,199
Female,53.0,30-50,283
Female,54.0,10-30,373
Female,54.0,27.32,223
Female,54.0,30-50,267
Female,55-60,50-70,52
Female,55.0,10-30,369
Female,55.0,27.32,206
Female,55.0,30-50,300
Female,56.0,10-30,337
Female,56.0,27.32,187
Female,56.0,30-50,273
Female,57.0,10-30,365
Female,57.0,27.32,204
Female,57.0,30-50,289
Female,58.0,10-30,302
Female,58.0,27.32,186
Female,58.0,30-50,300
Female,59.0,10-30,333
Female,59.0,27.32,176
Female,59.0,30-50,281
Female,6.0,10-30,366
Female,6.0,27.32,92
Female,60-65,50-70,50
Female,60-80,50-70,61
Female,60.0,10-30,359
Female,60.0,27.32,207
Female,60.0,30-50,248
Female,61.0,10-30,336
Female,61.0,27.32,219
Female,61.0,30-50,280
Female,62.0,10-30,358
Female,62.0,27.32,203
Female,62.0,30-50,282
Female,63.0,10-30,243
Female,63.0,27.32,166
Female,63.0,30-50,219
Female,64.0,10-30,247
Female,64.0,27.32,135
Female,64.0,30-50,210
Female,65.0,10-30,287
Female,65.0,27.32,150
Female,65.0,30-50,196
Female,66.0,10-30,299
Female,66.0,27.32,159
Female,66.0,30-50,207
Female,67.0,10-30,253
Female,67.0,27.32,148
Female,67.0,30-50,182
Female,68.0,10-30,254
Female,68.0,27.32,128
Female,68.0,30-50,171
Female,69.0,10-30,251
Female,69.0,27.32,128
Female,69.0,30-50,157
Female,7.0,10-30,366
Female,7.0,27.32,86
Female,70.0,10-30,238
Female,70.0,27.32,124
Female,70.0,30-50,149
Female,71.0,10-30,212
Female,71.0,27.32,104
Female,71.0,30-50,157
Female,72.0,10-30,203
Female,72.0,27.32,109
Female,72.0,30-50,107
Female,73.0,10-30,230
Female,73.0,27.32,101
Female,73.0,30-50,120
Female,74.0,10-30,198
Female,74.0,27.32,114
Female,74.0,30-50,118
Female,75.0,10-30,199
Female,75.0,27.32,104
Female,75.0,30-50,110
Female,76.0,10-30,185
Female,76.0,27.32,106
Female,76.0,30-50,115
Female,77.0,10-30,219
Female,77.0,27.32,103
Female,77.0,30-50,113
Female,78.0,10-30,180
Female,78.0,27.32,111
Female,78.0,30-50,94
Female,79.0,10-30,165
Female,79.0,27.32,114
Female,79.0,30-50,77
Female,8.0,10-30,301
Female,8.0,27.32,75
Female,80.0,10-30,1818
Female,80.0,27.32,1170
Female,80.0,30-50,516
Female,9.0,10-30,285
Female,9.0,27.32,74
Male,*,*,134
Male,0-5,10-30,795
Male,0-5,27.32,107
Male,0.56,10-30,52
Male,0.8,10-30,57
Male,1.72,10-30,50
Male,10-15,30-50,136
Male,10.0,10-30,334
Male,10.0,27.32,79
Male,11.0,10-30,311
Male,11.0,27.32,112
Male,12.0,10-30,339
Male,12.0,27.32,96
Male,13.0,10-30,381
Male,13.0,27.32,87
Male,14.0,10-30,341
Male,14.0,27.32,75
Male,15.0,10-30,341
Male,15.0,27.32,95
Male,15.0,30-50,54
Male,16.0,10-30,318
Male,16.0,27.32,114
Male,16.0,30-50,58
Male,17.0,10-30,284
Male,17.0,27.32,108
Male,17.0,30-50,54
Male,18.0,10-30,327
Male,18.0,27.32,111
Male,18.0,30-50,56
Male,19.0,10-30,325
Male,19.0,27.32,141
Male,19.0,30-50,60
Male,2.0,10-30,513
Male,2.0,27.32,100
Male,20-40,50-70,59
Male,20.0,10-30,256
Male,20.0,27.32,127
Male,21.0,10-30,260
Male,21.0,27.32,136
Male,21.0,30-50,52
Male,22.0,10-30,224
Male,22.0,27.32,127
Male,22.0,30-50,58
Male,23.0,10-30,204
Male,23.0,27.32,153
Male,23.0,30-50,64
Male,24.0,10-30,190
Male,24.0,27.32,128
Male,24.0,30-50,71
Male,25.0,10-30,191
Male,25.0,27.32,166
Male,25.0,30-50,73
Male,26.0,10-30,194
Male,26.0,27.32,147
Male,26.0,30-50,64
Male,27.0,10-30,202
Male,27.0,27.32,157
Male,27.0,30-50,88
Male,28.0,10-30,228
Male,28.0,27.32,157
Male,28.0,30-50,86
Male,29.0,10-30,185
Male,29.0,27.32,161
Male,29.0,30-50,104
Male,3.0,10-30,446
Male,3.0,27.32,109
Male,30.0,10-30,171
Male,30.0,27.32,168
Male,30.0,30-50,114
Male,31.0,10-30,190
Male,31.0,27.32,134
Male,31.0,30-50,105
Male,32.0,10-30,214
Male,32.0,27.32,146
Male,32.0,30-50,109
Male,33.0,10-30,181
Male,33.0,27.32,128
Male,33.0,30-50,136
Male,34.0,10-30,179
Male,34.0,27.32,146
Male,34.0,30-50,145
Male,35.0,10-30,185
Male,35.0,27.32,155
Male,35.0,30-50,113
Male,36.0,10-30,171
Male,36.0,27.32,161
Male,36.0,30-50,119
Male,37.0,10-30,190
Male,37.0,27.32,170
Male,37.0,30-50,146
Male,38.0,10-30,224
Male,38.0,27.32,188
Male,38.0,30-50,171
Male,39.0,10-30,231
Male,39.0,27.32,159
Male,39.0,30-50,152
Male,4.0,10-30,377
Male,4.0,27.32,89
Male,40-60,50-70,86
Male,40.0,10-30,199
Male,40.0,27.32,153
Male,40.0,30-50,161
Male,41.0,10-30,198
Male,41.0,27.32,171
Male,41.0,30-50,175
Male,42.0,10-30,209
Male,42.0,27.32,173
Male,42.0,30-50,176
Male,43.0,10-30,196
Male,43.0,27.32,166
Male,43.0,30-50,212
Male,44.0,10-30,208
Male,44.0,27.32,166
Male,44.0,30-50,162
Male,45.0,10-30,248
Male,45.0,27.32,152
Male,45.0,30-50,188
Male,46.0,10-30,233
Male,46.0,27.32,207
Male,46.0,30-50,190
Male,47.0,10-30,248
Male,47.0,27.32,183
Male,47.0,30-50,202
Male,48.0,10-30,242
Male,48.0,27.32,186
Male,48.0,30-50,200
Male,49.0,10-30,223
Male,49.0,27.32,190
Male,49.0,30-50,176
Male,5.0,10-30,413
Male,5.0,27.32,86
Male,50.0,10-30,226
Male,50.0,27.32,162
Male,50.0,30-50,192
Male,51.0,10-30,250
Male,51.0,27.32,181
Male,51.0,30-50,223
Male,52.0,10-30,232
Male,52.0,27.32,162
Male,52.0,30-50,203
Male,53.0,10-30,248
Male,53.0,27.32,190
Male,53.0,30-50,209
Male,54.0,10-30,251
Male,54.0,27.32,165
Male,54.0,30-50,212
Male,55.0,10-30,244
Male,55.0,27.32,170
Male,55.0,30-50,195
Male,56.0,10-30,268
Male,56.0,27.32,153
Male,56.0,30-50,200
Male,57.0,10-30,263
Male,57.0,27.32,173
Male,57.0,30-50,216
Male,58.0,10-30,221
Male,58.0,27.32,130
Male,58.0,30-50,200
Male,59.0,10-30,232
Male,59.0,27.32,155
Male,59.0,30-50,203
Male,6.0,10-30,399
Male,6.0,27.32,67
Male,60.0,10-30,232
Male,60.0,27.32,155
Male,60.0,30-50,198
Male,61.0,10-30,207
Male,61.0,27.32,153
Male,61.0,30-50,195
Male,62.0,10-30,256
Male,62.0,27.32,153
Male,62.0,30-50,208
Male,63.0,10-30,191
Male,63.0,27.32,132
Male,63.0,30-50,132
Male,64.0,10-30,185
Male,64.0,27.32,128
Male,64.0,30-50,181
Male,65.0,10-30,188
Male,65.0,27.32,121
Male,65.0,30-50,181
Male,66.0,10-30,208
Male,66.0,27.32,132
Male,66.0,30-50,161
Male,67.0,10-30,192
Male,67.0,27.32,121
Male,67.0,30-50,132
Male,68.0,10-30,183
Male,68.0,27.32,113
Male,68.0,30-50,118
Male,69.0,10-30,180
Male,69.0,27.32,116
Male,69.0,30-50,130
Male,7.0,10-30,361
Male,7.0,27.32,80
Male,70.0,10-30,182
Male,70.0,27.32,119
Male,70.0,30-50,101
Male,71.0,10-30,172
Male,71.0,27.32,95
Male,71.0,30-50,124
Male,72.0,10-30,154
Male,72.0,27.32,104
Male,72.0,30-50,107
Male,73.0,10-30,178
Male,73.0,27.32,97
Male,73.0,30-50,96
Male,74.0,10-30,149
Male,74.0,27.32,101
Male,74.0,30-50,83
Male,75.0,10-30,145
Male,75.0,27.32,92
Male,75.0,30-50,68
Male,76.0,10-30,160
Male,76.0,27.32,84
Male,76.0,30-50,82
Male,77.0,10-30,144
Male,77.0,27.32,79
Male,77.0,30-50,72
Male,78.0,10-30,143
Male,78.0,27.32,78
Male,78.0,30-50,75
Male,79.0,10-30,121
Male,79.0,27.32,87
Male,79.0,30-50,57
Male,8.0,10-30,391
Male,8.0,27.32,99
Male,80.0,10-30,1075
Male,80.0,27.32,752
Male,80.0,30-50,285
Male,9.0,10-30,312
Male,9.0,27.32,92
