gender,age,bmi,size
Male,0-20,10-30,2250
Male,0-20,30-50,250
Male,0-5,10-30,750
Male,10-15,10-30,250
Male,10-15,27.32,250
Male,10-20,10-30,500
Male,10-20,27.32,250
Male,11.0,10-30,250
Male,13.0,10-30,250
Male,15-20,10-30,500
Male,15.0,10-30,250
Male,20-25,*,500
Male,20-25,10-30,250
Male,20-25,27.32,250
Male,20-30,10-30,250
Male,20-30,10-50,250
Male,20-40,*,1000
Male,20-40,10-30,750
Male,20-40,10-50,250
Male,20-40,30-50,250
Male,25-30,10-30,500
Male,25-30,27.32,250
Male,25-30,30-50,250
Male,3.0,10-30,250
Male,30-35,*,500
Male,30-35,10-30,500
Male,30-35,10-50,250
Male,30-35,30-50,250
Male,30-40,*,500
Male,30-40,10-50,250
Male,30-40,27.32,250
Male,35-40,*,250
Male,35-40,10-30,250
Male,35-40,30-50,250
Male,4.0,10-30,250
Male,40-45,*,1000
Male,40-45,10-30,250
Male,40-45,27.32,250
Male,40-45,30-50,250
Male,40-50,*,500
Male,40-50,10-30,250
Male,40-60,*,250
Male,40-60,10-30,500
Male,40-60,10-50,500
Male,45-50,10-30,250
Male,45-50,10-50,250
Male,45-50,27.32,250
Male,45-50,30-50,250
Male,5-10,*,500
Male,5-10,10-30,250
Male,5.0,10-30,250
Male,50-55,*,500
Male,50-55,10-30,250
Male,50-55,27.32,250
Male,50-55,30-50,500
Male,50-60,30-50,500
Male,50.0,*,250
Male,52.0,*,250
Male,55-60,*,1000
Male,55-60,10-30,250
Male,55-60,27.32,250
Male,55-60,30-50,250
Male,57.0,10-30,250
Male,60-65,*,500
Male,60-65,10-30,250
Male,60-65,10-50,250
Male,60-65,30-50,250
Male,60-70,*,500
Male,60-70,27.32,250
Male,60-80,*,1000
Male,60-80,10-30,500
Male,60-80,10-50,500
Male,65-70,*,250
Male,65-70,10-30,250
Male,65-70,30-50,250
Male,70-75,10-30,750
Male,70-75,27.32,250
Male,70-75,30-50,250
Male,70-80,10-30,250
Male,70-80,30-50,250
Male,75-80,10-30,250
Male,75-80,27.32,250
Male,80.0,*,250
Male,80.0,10-30,750
Male,80.0,10-50,250
Male,80.0,27.32,250
Male,80.0,30-50,250
Male,9.0,10-30,250
