gender,age,bmi,size
Female,48.0,10-30,150
Female,48.0,27.32,150
Female,48.0,30-50,150
Female,49.0,10-30,150
Female,49.0,27.32,150
Female,49.0,30-50,150
Female,5-10,10-30,300
Female,5-10,27.32,150
Female,5.0,10-30,150
Female,50-55,27.32,300
Female,50-55,30-50,150
Female,50-60,10-30,300
Female,50-60,27.32,300
Female,50-60,30-50,150
Female,50.0,10-30,150
Female,50.0,27.32,150
Female,51.0,10-30,150
Female,51.0,30-50,150
Female,52.0,10-30,150
Female,52.0,27.32,150
Female,53.0,10-30,300
Female,53.0,30-50,150
Female,54.0,10-30,150
Female,54.0,27.32,150
Female,55-60,10-30,150
Female,55-60,27.32,150
Female,55.0,10-30,150
Female,55.0,30-50,150
Female,56.0,10-30,150
Female,56.0,30-50,150
Female,57.0,10-30,150
Female,57.0,27.32,150
Female,57.0,30-50,150
Female,58.0,10-30,150
Female,58.0,27.32,150
Female,58.0,30-50,150
Female,59.0,10-30,150
Female,59.0,27.32,150
Female,59.0,30-50,150
Female,60-65,*,150
Female,60-65,10-30,150
Female,60-65,27.32,150
Female,60-65,30-50,150
Female,60-70,10-50,300
Female,60-80,*,1050
Female,60-80,10-30,600
Female,60-80,10-50,300
Female,60.0,10-30,150
Female,60.0,27.32,150
Female,60.0,30-50,150
Female,61.0,*,150
Female,61.0,10-30,150
Female,62.0,10-30,150
Female,63.0,*,150
Female,63.0,10-30,150
Female,64.0,10-30,150
Female,65-70,27.32,150
Female,65-70,30-50,300
Female,65.0,10-30,150
Female,66.0,10-30,150
Female,66.0,30-50,150
Female,67.0,10-30,150
Female,68.0,10-30,150
Female,68.0,30-50,150
Female,69.0,10-30,150
Female,69.0,30-50,150
Female,7.0,10-30,150
Female,70-75,*,300
Female,70-75,10-30,150
Female,70-75,27.32,150
Female,70-75,30-50,150
Female,70-80,*,300
Female,70-80,10-50,300
Female,71.0,30-50,150
Female,72.0,10-30,150
Female,75-80,*,150
Female,75-80,10-30,150
Female,75-80,27.32,150
Female,75-80,30-50,150
Female,76.0,10-30,150
Female,79.0,10-30,150
Female,8.0,10-30,150
Female,80.0,10-30,900
Female,80.0,10-50,300
Female,80.0,27.32,450
Female,80.0,30-50,450
Female,9.0,10-30,150
Male,*,10-30,1050
Male,*,10-50,1500
Male,*,27.32,150
Male,0-10,10-30,750
Male,0-10,27.32,150
Male,0-20,*,450
Male,0-20,10-30,1800
Male,0-20,27.32,300
Male,0-20,30-50,150
Male,0-5,10-30,450
Male,0-5,27.32,150
Male,10-15,*,300
Male,10-15,10-30,150
Male,10-15,27.32,150
Male,10-20,*,150
Male,10-20,30-50,300
Male,10.0,10-30,150
Male,11.0,10-30,150
Male,14.0,10-30,150
Male,15-20,*,150
Male,15-20,10-30,150
Male,15-20,27.32,150
Male,17.0,10-30,300
Male,18.0,10-30,150
Male,19.0,10-30,150
Male,2.0,10-30,150
Male,20-25,*,300
Male,20-25,27.32,300
Male,20-30,*,600
Male,20-30,30-50,150
Male,20-40,*,450
Male,20-40,10-30,1800
Male,20-40,27.32,150
Male,20-40,30-50,900
Male,21.0,10-30,150
Male,23.0,10-30,150
Male,24.0,10-30,150
Male,25-30,10-30,150
Male,25-30,27.32,150
Male,25.0,10-30,150
Male,27.0,10-30,150
Male,29.0,*,150
Male,3.0,10-30,150
Male,30-35,10-30,150
Male,30-35,27.32,150
Male,30-40,10-30,150
Male,30.0,10-30,150
Male,31.0,10-30,150
Male,32.0,*,150
Male,33.0,*,150
Male,34.0,10-30,150
Male,35-40,*,300
Male,35-40,10-30,150
Male,35-40,27.32,150
Male,35-40,30-50,150
Male,35.0,*,150
Male,36.0,10-30,150
Male,38.0,10-30,150
Male,38.0,30-50,150
Male,39.0,*,150
Male,39.0,10-30,150
Male,4.0,10-30,150
Male,40-45,27.32,150
Male,40-45,30-50,150
Male,40-50,10-30,150
Male,40-50,27.32,150
Male,40-50,30-50,300
Male,40-60,10-30,1800
Male,40-60,10-50,300
Male,40-60,30-50,300
Male,40.0,10-30,150
Male,40.0,27.32,150
Male,40.0,30-50,150
Male,41.0,10-30,150
Male,41.0,27.32,150
Male,41.0,30-50,150
Male,42.0,10-30,150
Male,42.0,27.32,150
Male,43.0,10-30,150
Male,44.0,10-30,150
Male,44.0,27.32,150
Male,44.0,30-50,150
Male,45-50,27.32,300
Male,45-50,30-50,150
Male,45.0,10-30,150
Male,45.0,30-50,150
Male,46.0,10-30,150
Male,47.0,10-30,150
Male,48.0,10-30,150
Male,48.0,30-50,150
Male,49.0,10-30,150
Male,49.0,27.32,150
Male,49.0,30-50,150
Male,5-10,10-30,150
Male,5-10,27.32,150
Male,5.0,10-30,150
Male,50-55,10-30,150
Male,50-55,27.32,150
Male,50-55,30-50,150
Male,50-60,10-30,300
Male,50-60,10-50,450
Male,50.0,30-50,150
Male,51.0,10-30,150
Male,52.0,10-30,150
Male,52.0,27.32,150
Male,52.0,30-50,150
Male,53.0,10-30,150
Male,53.0,30-50,150
Male,54.0,10-30,150
Male,55-60,27.32,150
Male,55-60,30-50,150
Male,55.0,10-30,150
Male,55.0,30-50,150
Male,56.0,10-30,150
Male,56.0,27.32,150
Male,56.0,30-50,150
Male,57.0,10-30,150
Male,57.0,30-50,150
Male,58.0,10-30,150
Male,58.0,30-50,150
Male,59.0,10-30,150
Male,59.0,30-50,150
Male,60-65,*,150
Male,60-65,10-30,150
Male,60-65,27.32,150
Male,60-65,30-50,150
Male,60-70,10-30,300
Male,60-70,27.32,150
Male,60-70,30-50,300
Male,60-80,*,600
Male,60-80,10-30,1050
Male,60-80,10-50,150
Male,60-80,30-50,600
Male,61.0,30-50,150
Male,62.0,10-30,150
Male,62.0,27.32,150
Male,63.0,10-30,150
Male,64.0,30-50,150
Male,65-70,*,450
Male,65-70,10-30,150
Male,65-70,30-50,150
Male,65.0,30-50,150
Male,66.0,10-30,150
Male,66.0,30-50,150
Male,69.0,10-30,150
Male,70-75,*,300
Male,70-75,10-30,150
Male,70-80,*,150
Male,70-80,27.32,150
Male,70-80,30-50,150
Male,72.0,10-30,150
Male,75-80,10-30,450
Male,75-80,27.32,150
Male,75-80,30-50,150
Male,76.0,10-30,150
Male,8.0,10-30,300
Male,80.0,*,150
Male,80.0,10-30,750
Male,80.0,10-50,150
Male,80.0,27.32,150
Male,80.0,30-50,150
Male,9.0,10-30,150
