gender,age,bmi,size
Female,50.0,10-30,397
Female,50.0,27.32,210
Female,50.0,30-50,258
Female,51.0,10-30,417
Female,51.0,27.32,223
Female,51.0,30-50,307
Female,52.0,10-30,407
Female,52.0,27.32,214
Female,52.0,30-50,302
Female,53.0,10-30,591
Female,53.0,30-50,283
Female,54.0,10-30,373
Female,54.0,27.32,223
Female,54.0,30-50,267
Female,55-60,27.32,549
Female,55.0,10-30,369
Female,55.0,27.32,206
Female,55.0,30-50,300
Female,56.0,10-30,337
Female,56.0,30-50,273
Female,57.0,10-30,365
Female,57.0,27.32,204
Female,57.0,30-50,289
Female,58.0,10-30,302
Female,58.0,30-50,300
Female,59.0,10-30,333
Female,59.0,30-50,281
Female,6.0,10-30,366
Female,60-65,27.32,301
Female,60.0,10-30,359
Female,60.0,27.32,207
Female,60.0,30-50,248
Female,61.0,10-30,336
Female,61.0,27.32,219
Female,61.0,30-50,280
Female,62.0,10-30,358
Female,62.0,27.32,203
Female,62.0,30-50,282
Female,63.0,10-30,243
Female,63.0,30-50,219
Female,64.0,10-30,247
Female,64.0,30-50,210
Female,65-70,27.32,713
Female,65-70,30-50,706
Female,65.0,10-30,287
Female,66.0,10-30,299
Female,66.0,30-50,207
Female,67.0,10-30,253
Female,68.0,10-30,254
Female,69.0,10-30,251
Female,7.0,10-30,366
Female,70-75,*,214
Female,70-75,27.32,552
Female,70-75,30-50,651
Female,70.0,10-30,238
Female,71.0,10-30,212
Female,72.0,10-30,203
Female,73.0,10-30,230
Female,75-80,10-30,729
Female,75-80,27.32,538
Female,75-80,30-50,509
Female,77.0,10-30,219
Female,8.0,10-30,301
Female,80.0,10-30,1818
Female,80.0,27.32,1170
Female,80.0,30-50,516
Female,9.0,10-30,285
Male,*,*,216
Male,0-5,10-30,954
Male,0-5,27.32,405
Male,10-15,27.32,449
Male,10.0,10-30,334
Male,11.0,10-30,311
Male,12.0,10-30,339
Male,13.0,10-30,381
Male,14.0,10-30,341
Male,15-20,27.32,569
Male,15-20,30-50,282
Male,15.0,10-30,341
Male,16.0,10-30,318
Male,17.0,10-30,284
Male,18.0,10-30,327
Male,19.0,10-30,325
Male,2.0,10-30,513
Male,20-25,27.32,671
Male,20-25,30-50,292
Male,20-30,*,206
Male,20.0,10-30,256
Male,21.0,10-30,260
Male,22.0,10-30,224
Male,23.0,10-30,204
Male,25-30,10-30,570
Male,25-30,27.32,788
Male,25-30,30-50,415
Male,27.0,10-30,202
Male,28.0,10-30,228
Male,3.0,10-30,446
Male,30-35,10-30,721
Male,30-35,27.32,722
Male,30-35,30-50,609
Male,32.0,10-30,214
Male,35-40,10-30,546
Male,35-40,27.32,833
Male,35-40,30-50,701
Male,38.0,10-30,224
Male,39.0,10-30,231
Male,4.0,10-30,377
Male,40-45,10-30,593
Male,40-45,27.32,829
Male,40-45,30-50,674
Male,42.0,10-30,209
Male,43.0,30-50,212
Male,44.0,10-30,208
Male,45-50,27.32,711
Male,45-50,30-50,554
Male,45.0,10-30,248
Male,46.0,10-30,233
Male,46.0,27.32,207
Male,47.0,10-30,248
Male,47.0,30-50,202
Male,48.0,10-30,242
Male,48.0,30-50,200
Male,49.0,10-30,223
Male,5-10,27.32,424
Male,5.0,10-30,413
Male,50-55,27.32,860
Male,50-60,30-50,387
Male,50.0,10-30,226
Male,51.0,10-30,250
Male,51.0,30-50,223
Male,52.0,10-30,232
Male,52.0,30-50,203
Male,53.0,10-30,248
Male,53.0,30-50,209
Male,54.0,10-30,251
Male,54.0,30-50,212
Male,55-60,27.32,781
Male,55.0,10-30,244
Male,56.0,10-30,268
Male,56.0,30-50,200
Male,57.0,10-30,263
Male,57.0,30-50,216
Male,58.0,10-30,221
Male,58.0,30-50,200
Male,59.0,10-30,232
Male,59.0,30-50,203
Male,6.0,10-30,399
Male,60-65,10-30,376
Male,60-65,27.32,721
Male,60-65,30-50,706
Male,60.0,10-30,232
Male,61.0,10-30,207
Male,62.0,10-30,256
Male,62.0,30-50,208
Male,65-70,10-30,743
Male,65-70,27.32,603
Male,65-70,30-50,722
Male,66.0,10-30,208
Male,7.0,10-30,361
Male,70-75,10-30,835
Male,70-75,27.32,516
Male,70-75,30-50,511
Male,75-80,10-30,713
Male,75-80,27.32,420
Male,75-80,30-50,354
Male,8.0,10-30,391
Male,80.0,10-30,1075
Male,80.0,27.32,752
Male,80.0,30-50,285
Male,9.0,10-30,312
